A¤o;Mes;Provincia;Cant¢n;N£mero de Personas;Fecha de Corte
2024;11;ESMERALDAS;ATACAMES;1;30/11/2024
2024;11;ESMERALDAS;ELOY ALFARO;5;30/11/2024
2024;11;ESMERALDAS;ESMERALDAS;20;30/11/2024
2024;11;ESMERALDAS;MUISNE;5;30/11/2024
2024;11;ESMERALDAS;QUININDE;3;30/11/2024
2024;11;ESMERALDAS;RIOVERDE;3;30/11/2024
2024;11;ESMERALDAS;SAN LORENZO;8;30/11/2024
2024;11;GALAPAGOS;SANTA CRUZ;6;30/11/2024
2024;11;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);1;30/11/2024
2024;11;GUAYAS;DAULE;5;30/11/2024
2024;11;GUAYAS;DURAN;56;30/11/2024
2024;11;GUAYAS;EL TRIUNFO;1;30/11/2024
2024;11;GUAYAS;GUAYAQUIL;237;30/11/2024
2024;11;GUAYAS;MILAGRO;15;30/11/2024
2024;11;GUAYAS;NARANJAL;1;30/11/2024
2024;11;GUAYAS;NARANJITO;5;30/11/2024
2024;11;GUAYAS;PLAYAS;2;30/11/2024
2024;11;GUAYAS;SAMBORONDON;4;30/11/2024
2024;11;GUAYAS;SAN JACINTO DE YAGUACHI;2;30/11/2024
2024;11;IMBABURA;ANTONIO ANTE;1;30/11/2024
2024;11;IMBABURA;COTACACHI;2;30/11/2024
2024;11;IMBABURA;IBARRA;40;30/11/2024
2024;11;IMBABURA;OTAVALO;9;30/11/2024
2024;11;SIN REGISTRAR;SIN REGISTRAR;4;30/11/2024
2024;11;LOJA;CALVAS;5;30/11/2024
2024;11;LOJA;LOJA;43;30/11/2024
2024;11;LOJA;MACARA;2;30/11/2024
2024;11;LOJA;PALTAS;1;30/11/2024
2024;11;LOJA;SARAGURO;1;30/11/2024
2024;11;LOS RIOS;BABAHOYO;14;30/11/2024
2024;11;LOS RIOS;BUENA FE;1;30/11/2024
2024;11;LOS RIOS;MONTALVO;2;30/11/2024
2024;11;LOS RIOS;PALENQUE;1;30/11/2024
2024;11;LOS RIOS;QUEVEDO;9;30/11/2024
2024;11;LOS RIOS;VALENCIA;1;30/11/2024
2024;11;LOS RIOS;VENTANAS;6;30/11/2024
2024;11;MANABI;EL CARMEN;1;30/11/2024
2024;11;MANABI;JIPIJAPA;1;30/11/2024
2024;11;MANABI;MANTA;30;30/11/2024
2024;11;MANABI;MONTECRISTI;14;30/11/2024
2024;11;MANABI;PEDERNALES;15;30/11/2024
2024;11;MANABI;PORTOVIEJO;13;30/11/2024
2024;11;MANABI;SUCRE;10;30/11/2024
2024;11;MANABI;TOSAGUA;1;30/11/2024
2024;11;MORONA SANTIAGO;GUALAQUIZA;25;30/11/2024
2024;11;MORONA SANTIAGO;HUAMBOYA;6;30/11/2024
2024;11;MORONA SANTIAGO;LIMON INDANZA;14;30/11/2024
2024;11;MORONA SANTIAGO;LOGRO¥O;7;30/11/2024
2024;11;MORONA SANTIAGO;MACAS;128;30/11/2024
2024;11;MORONA SANTIAGO;MORONA;21;30/11/2024
2024;11;MORONA SANTIAGO;PABLO SEXTO;4;30/11/2024
2024;11;MORONA SANTIAGO;PALORA;4;30/11/2024
2024;11;MORONA SANTIAGO;SAN JUAN BOSCO;1;30/11/2024
2024;11;MORONA SANTIAGO;SANTIAGO;8;30/11/2024
2024;11;MORONA SANTIAGO;SUCUA;15;30/11/2024
2024;11;MORONA SANTIAGO;TAISHA;18;30/11/2024
2024;11;MORONA SANTIAGO;TIWINTZA;11;30/11/2024
2024;11;NAPO;ARCHIDONA;14;30/11/2024
2024;11;NAPO;CARLOS JULIO AROSEMENA TOLA;7;30/11/2024
2024;11;NAPO;EL CHACO;45;30/11/2024
2024;11;NAPO;QUIJOS;16;30/11/2024
2024;11;NAPO;TENA;128;30/11/2024
2024;11;ORELLANA;AGUARICO;11;30/11/2024
2024;11;ORELLANA;LA JOYA DE LOS SACHAS;247;30/11/2024
2024;11;ORELLANA;LORETO;12;30/11/2024
2024;11;ORELLANA;PUERTO FRANCISCO DE ORELLANA;593;30/11/2024
2024;11;PASTAZA;ARAJUNO;10;30/11/2024
2024;11;PASTAZA;MERA;12;30/11/2024
2024;11;PASTAZA;PASTAZA;158;30/11/2024
2024;11;PASTAZA;SANTA CLARA;4;30/11/2024
2024;11;PICHINCHA;CAYAMBE;18;30/11/2024
2024;11;PICHINCHA;MEJIA;5;30/11/2024
2024;11;PICHINCHA;PEDRO MONCAYO;6;30/11/2024
2024;11;PICHINCHA;QUITO;511;30/11/2024
2024;11;PICHINCHA;RUMI¥AHUI;19;30/11/2024
2024;11;PICHINCHA;SAN MIGUEL DE LOS BANCOS;1;30/11/2024
2024;11;SANTA ELENA;LA LIBERTAD;1;30/11/2024
2024;11;SANTA ELENA;SALINAS;2;30/11/2024
2024;11;SANTA ELENA;SANTA ELENA;4;30/11/2024
2024;11;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;1;30/11/2024
2024;11;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;53;30/11/2024
2024;11;Sin Registrar;ESPA¥A;1;30/11/2024
2024;11;Sin Registrar;ISRAEL;1;30/11/2024
2024;11;SUCUMBIOS;CASCALES;10;30/11/2024
2024;11;SUCUMBIOS;CUYABENO;31;30/11/2024
2024;11;SUCUMBIOS;GONZALO PIZARRO;7;30/11/2024
2024;11;SUCUMBIOS;LAGO AGRIO;254;30/11/2024
2024;11;SUCUMBIOS;NUEVA LOJA;42;30/11/2024
2024;11;SUCUMBIOS;PUTUMAYO;36;30/11/2024
2024;11;SUCUMBIOS;SHUSHUFINDI;117;30/11/2024
2024;11;SUCUMBIOS;SUCUMBIOS;1;30/11/2024
2024;11;TUNGURAHUA;AMBATO;110;30/11/2024
2024;11;TUNGURAHUA;BA¥OS DE AGUA SANTA;2;30/11/2024
2024;11;TUNGURAHUA;SAN PEDRO DE PELILEO;2;30/11/2024
2024;11;TUNGURAHUA;SANTIAGO DE PILLARO;2;30/11/2024
2024;11;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;21;30/11/2024
2024;11;ZAMORA CHINCHIPE;CHINCHIPE;9;30/11/2024
2024;11;ZAMORA CHINCHIPE;EL PANGUI;165;30/11/2024
2024;11;ZAMORA CHINCHIPE;NANGARITZA;5;30/11/2024
2024;11;ZAMORA CHINCHIPE;PALANDA;7;30/11/2024
2024;11;ZAMORA CHINCHIPE;PAQUISHA;4;30/11/2024
2024;11;ZAMORA CHINCHIPE;YACUAMBI;4;30/11/2024
2024;11;ZAMORA CHINCHIPE;YANTZAZA;148;30/11/2024
2024;11;ZAMORA CHINCHIPE;ZAMORA;62;30/11/2024
2024;12;AZUAY;CUENCA;169;31/12/2024
2024;12;AZUAY;GIRON;2;31/12/2024
2024;12;AZUAY;GUALACEO;4;31/12/2024
2024;12;AZUAY;NABON;1;31/12/2024
2024;12;AZUAY;PAUTE;3;31/12/2024
2024;12;AZUAY;SAN FERNANDO;1;31/12/2024
2024;12;BOLIVAR;GUARANDA;29;31/12/2024
2024;12;CA¥AR;AZOGUES;20;31/12/2024
2024;12;CA¥AR;CA¥AR;5;31/12/2024
2024;12;CA¥AR;LA TRONCAL;1;31/12/2024
2024;12;CA¥AR;SUSCAL;1;31/12/2024
2024;12;CARCHI;MIRA;1;31/12/2024
2024;12;CARCHI;TULCAN;4;31/12/2024
2024;12;CHIMBORAZO;ALAUSI;2;31/12/2024
2024;12;CHIMBORAZO;CHAMBO;1;31/12/2024
2024;12;CHIMBORAZO;PALLATANGA;1;31/12/2024
2024;12;CHIMBORAZO;RIOBAMBA;25;31/12/2024
2024;12;COTOPAXI;LATACUNGA;31;31/12/2024
2024;12;COTOPAXI;PUJILI;2;31/12/2024
2024;12;COTOPAXI;SALCEDO;1;31/12/2024
2024;12;COTOPAXI;SIGCHOS;3;31/12/2024
2024;12;EL ORO;ARENILLAS;1;31/12/2024
2024;12;EL ORO;EL GUABO;8;31/12/2024
2024;12;EL ORO;HUAQUILLAS;3;31/12/2024
2024;12;EL ORO;MACHALA;54;31/12/2024
2024;12;EL ORO;PASAJE;5;31/12/2024
2024;12;EL ORO;PI¥AS;2;31/12/2024
2024;12;EL ORO;PORTOVELO;3;31/12/2024
2024;12;EL ORO;SANTA ROSA;5;31/12/2024
2024;12;EL ORO;ZARUMA;1;31/12/2024
2024;12;ESMERALDAS;ATACAMES;3;31/12/2024
2024;12;ESMERALDAS;ELOY ALFARO;1;31/12/2024
2024;12;ESMERALDAS;ESMERALDAS;31;31/12/2024
2024;12;ESMERALDAS;QUININDE;1;31/12/2024
2024;12;ESMERALDAS;SAN LORENZO;1;31/12/2024
2024;12;GALAPAGOS;SAN CRISTOBAL;3;31/12/2024
2024;12;GALAPAGOS;SANTA CRUZ;2;31/12/2024
2024;12;GUAYAS;DAULE;4;31/12/2024
2024;12;GUAYAS;DURAN;13;31/12/2024
2024;12;GUAYAS;GUAYAQUIL;170;31/12/2024
2024;12;GUAYAS;ISIDRO AYORA;2;31/12/2024
2024;12;GUAYAS;MILAGRO;3;31/12/2024
2024;12;GUAYAS;NARANJAL;3;31/12/2024
2024;12;GUAYAS;PEDRO CARBO;1;31/12/2024
2024;12;GUAYAS;PLAYAS;4;31/12/2024
2024;12;GUAYAS;SAMBORONDON;11;31/12/2024
2024;12;GUAYAS;SIMON BOLIVAR;1;31/12/2024
2024;12;IMBABURA;ANTONIO ANTE;2;31/12/2024
2024;12;IMBABURA;COTACACHI;1;31/12/2024
2024;12;IMBABURA;IBARRA;31;31/12/2024
2024;12;IMBABURA;OTAVALO;6;31/12/2024
2024;12;IMBABURA;SAN MIGUEL DE URCUQUI;1;31/12/2024
2024;12;SIN REGISTRAR;SIN REGISTRAR;5;31/12/2024
2024;12;LOJA;CALVAS;1;31/12/2024
2024;12;LOJA;CATAMAYO;2;31/12/2024
2024;12;LOJA;ESPINDOLA;1;31/12/2024
2024;12;LOJA;LOJA;46;31/12/2024
2024;12;LOJA;MACARA;2;31/12/2024
2024;12;LOS RIOS;BABAHOYO;10;31/12/2024
2024;12;LOS RIOS;BUENA FE;2;31/12/2024
2024;12;LOS RIOS;QUEVEDO;12;31/12/2024
2024;12;LOS RIOS;VENTANAS;5;31/12/2024
2024;12;MANABI;CHONE;2;31/12/2024
2024;12;MANABI;MANTA;14;31/12/2024
2024;12;MANABI;MONTECRISTI;16;31/12/2024
2024;12;MANABI;PEDERNALES;12;31/12/2024
2024;12;MANABI;PORTOVIEJO;12;31/12/2024
2024;12;MANABI;TOSAGUA;2;31/12/2024
2024;12;MORONA SANTIAGO;GUALAQUIZA;35;31/12/2024
2024;12;MORONA SANTIAGO;HUAMBOYA;1;31/12/2024
2024;12;MORONA SANTIAGO;LIMON INDANZA;6;31/12/2024
2024;12;MORONA SANTIAGO;LOGRO¥O;3;31/12/2024
2024;12;MORONA SANTIAGO;MACAS;90;31/12/2024
2024;12;MORONA SANTIAGO;MORONA;7;31/12/2024
2024;12;MORONA SANTIAGO;PABLO SEXTO;1;31/12/2024
2024;12;MORONA SANTIAGO;PALORA;2;31/12/2024
2024;12;MORONA SANTIAGO;SAN JUAN BOSCO;3;31/12/2024
2024;12;MORONA SANTIAGO;SANTIAGO;7;31/12/2024
2024;12;MORONA SANTIAGO;SUCUA;22;31/12/2024
2024;12;MORONA SANTIAGO;TAISHA;16;31/12/2024
2024;12;MORONA SANTIAGO;TIWINTZA;3;31/12/2024
2024;12;NAPO;ARCHIDONA;7;31/12/2024
2024;12;NAPO;CARLOS JULIO AROSEMENA TOLA;12;31/12/2024
2024;12;NAPO;EL CHACO;39;31/12/2024
2024;12;NAPO;QUIJOS;19;31/12/2024
2024;12;NAPO;TENA;113;31/12/2024
2024;12;ORELLANA;AGUARICO;14;31/12/2024
2024;12;ORELLANA;LA JOYA DE LOS SACHAS;208;31/12/2024
2024;12;ORELLANA;LORETO;16;31/12/2024
2024;12;ORELLANA;PUERTO FRANCISCO DE ORELLANA;512;31/12/2024
2024;12;PASTAZA;ARAJUNO;18;31/12/2024
2024;12;PASTAZA;MERA;11;31/12/2024
2024;12;PASTAZA;PASTAZA;155;31/12/2024
2024;12;PASTAZA;SANTA CLARA;10;31/12/2024
2024;12;PICHINCHA;CAYAMBE;9;31/12/2024
2024;12;PICHINCHA;MEJIA;2;31/12/2024
2024;12;PICHINCHA;PEDRO MONCAYO;3;31/12/2024
2024;12;PICHINCHA;PEDRO VICENTE MALDONADO;1;31/12/2024
2024;12;PICHINCHA;QUITO;427;31/12/2024
2024;12;PICHINCHA;RUMI¥AHUI;9;31/12/2024
2024;12;PICHINCHA;SAN MIGUEL DE LOS BANCOS;5;31/12/2024
2024;12;SANTA ELENA;LA LIBERTAD;1;31/12/2024
2024;12;SANTA ELENA;SALINAS;4;31/12/2024
2024;12;SANTA ELENA;SANTA ELENA;2;31/12/2024
2024;12;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;4;31/12/2024
2024;12;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;33;31/12/2024
2024;12;SUCUMBIOS;CASCALES;19;31/12/2024
2024;12;SUCUMBIOS;CUYABENO;37;31/12/2024
2024;12;SUCUMBIOS;GONZALO PIZARRO;4;31/12/2024
2024;12;SUCUMBIOS;LAGO AGRIO;246;31/12/2024
2024;12;SUCUMBIOS;NUEVA LOJA;41;31/12/2024
2024;12;SUCUMBIOS;PUTUMAYO;51;31/12/2024
2024;12;SUCUMBIOS;SHUSHUFINDI;116;31/12/2024
2024;12;SUCUMBIOS;SUCUMBIOS;3;31/12/2024
2024;12;TUNGURAHUA;AMBATO;103;31/12/2024
2024;12;TUNGURAHUA;BA¥OS DE AGUA SANTA;4;31/12/2024
2024;12;TUNGURAHUA;SAN PEDRO DE PELILEO;10;31/12/2024
2024;12;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;5;31/12/2024
2024;12;ZAMORA CHINCHIPE;CHINCHIPE;6;31/12/2024
2024;12;ZAMORA CHINCHIPE;EL PANGUI;141;31/12/2024
2024;12;ZAMORA CHINCHIPE;PALANDA;22;31/12/2024
2024;12;ZAMORA CHINCHIPE;PAQUISHA;5;31/12/2024
2024;12;ZAMORA CHINCHIPE;YACUAMBI;1;31/12/2024
2024;12;ZAMORA CHINCHIPE;YANTZAZA;131;31/12/2024
2024;12;ZAMORA CHINCHIPE;ZAMORA;79;31/12/2024
2025;1;AZUAY;CUENCA;25;31/1/2025
2025;1;AZUAY;GUALACEO;0;31/1/2025
2025;1;AZUAY;O¥A;1;31/1/2025
2025;1;AZUAY;PAUTE;0;31/1/2025
2025;1;AZUAY;SANTA ISABEL;2;31/1/2025
2025;1;AZUAY;SIGSIG;0;31/1/2025
2025;1;BOLIVAR;GUARANDA;11;31/1/2025
2025;1;BOLIVAR;LAS NAVES;15;31/1/2025
2025;1;CA¥AR;AZOGUES;6;31/1/2025
2025;1;CA¥AR;BIBLIAN;6;31/1/2025
2025;1;CA¥AR;CA¥AR;1;31/1/2025
2025;1;CA¥AR;LA TRONCAL;0;31/1/2025
2025;1;CA¥AR;SUSCAL;0;31/1/2025
2025;1;CARCHI;BOLIVAR;1;31/1/2025
2025;1;CARCHI;ESPEJO;0;31/1/2025
2025;1;CARCHI;TULCAN;93;31/1/2025
2025;1;CHIMBORAZO;ALAUSI;0;31/1/2025
2025;1;CHIMBORAZO;CHAMBO;19;31/1/2025
2025;1;CHIMBORAZO;CHUNCHI;5;31/1/2025
2025;1;CHIMBORAZO;COLTA;0;31/1/2025
2025;1;CHIMBORAZO;CUMANDA;4;31/1/2025
2025;1;CHIMBORAZO;GUAMOTE;146;31/1/2025
2025;1;CHIMBORAZO;GUANO;0;31/1/2025
2025;1;CHIMBORAZO;PALLATANGA;24;31/1/2025
2025;1;CHIMBORAZO;RIOBAMBA;4;31/1/2025
2025;1;COTOPAXI;LATACUNGA;107;31/1/2025
2025;1;COTOPAXI;PANGUA;12;31/1/2025
2025;1;COTOPAXI;PUJILI;4;31/1/2025
2025;1;COTOPAXI;SALCEDO;7;31/1/2025
2025;1;COTOPAXI;SIGCHOS;0;31/1/2025
2025;1;EL ORO;ARENILLAS;0;31/1/2025
2025;1;EL ORO;EL GUABO;4;31/1/2025
2025;1;EL ORO;HUAQUILLAS;5;31/1/2025
2025;1;EL ORO;MACHALA;68;31/1/2025
2025;1;EL ORO;MARCABELI;0;31/1/2025
2025;1;EL ORO;PASAJE;25;31/1/2025
2025;1;EL ORO;PI¥AS;0;31/1/2025
2025;1;EL ORO;SANTA ROSA;18;31/1/2025
2025;1;EL ORO;ZARUMA;37;31/1/2025
2025;1;ESMERALDAS;ATACAMES;1;31/1/2025
2025;1;ESMERALDAS;ELOY ALFARO;6;31/1/2025
2025;1;ESMERALDAS;ESMERALDAS;5;31/1/2025
2025;1;ESMERALDAS;MUISNE;5;31/1/2025
2025;1;ESMERALDAS;QUININDE;1;31/1/2025
2025;1;ESMERALDAS;RIOVERDE;1;31/1/2025
2025;1;ESMERALDAS;SAN LORENZO;6;31/1/2025
2025;1;GALAPAGOS;ISABELA;3;31/1/2025
2025;1;GUAYAS;DAULE;0;31/1/2025
2025;1;GUAYAS;DURAN;37;31/1/2025
2025;1;GUAYAS;EL EMPALME;0;31/1/2025
2025;1;GUAYAS;EL TRIUNFO;0;31/1/2025
2025;1;GUAYAS;GUAYAQUIL;142;31/1/2025
2025;1;GUAYAS;ISIDRO AYORA;2;31/1/2025
2025;1;GUAYAS;MILAGRO;4;31/1/2025
2025;1;GUAYAS;NARANJAL;1;31/1/2025
2025;1;GUAYAS;NARANJITO;0;31/1/2025
2025;1;GUAYAS;PEDRO CARBO;0;31/1/2025
2025;1;GUAYAS;PLAYAS;0;31/1/2025
2025;1;GUAYAS;SAMBORONDON;0;31/1/2025
2025;1;GUAYAS;SAN JACINTO DE YAGUACHI;0;31/1/2025
2025;1;IMBABURA;ANTONIO ANTE;0;31/1/2025
2025;1;IMBABURA;COTACACHI;0;31/1/2025
2025;1;IMBABURA;IBARRA;13;31/1/2025
2025;1;IMBABURA;OTAVALO;0;31/1/2025
2025;1;IMBABURA;PIMAMPIRO;0;31/1/2025
2025;1;IMBABURA;SAN MIGUEL DE URCUQUI;0;31/1/2025
2025;1;LOJA;CALVAS;0;31/1/2025
2025;1;LOJA;LOJA;86;31/1/2025
2025;1;LOJA;PALTAS;0;31/1/2025
2025;1;LOJA;SARAGURO;0;31/1/2025
2025;1;LOS RIOS;BABA;0;31/1/2025
2025;1;LOS RIOS;BABAHOYO;4;31/1/2025
2025;1;LOS RIOS;MONTALVO;0;31/1/2025
2025;1;LOS RIOS;PUEBLOVIEJO;0;31/1/2025
2025;1;LOS RIOS;QUEVEDO;2;31/1/2025
2025;1;MANABI;24 DE MAYO;0;31/1/2025
2025;1;MANABI;CHONE;0;31/1/2025
2025;1;MANABI;FLAVIO ALFARO;7;31/1/2025
2025;1;MANABI;JARAMIJO;0;31/1/2025
2025;1;MANABI;JIPIJAPA;0;31/1/2025
2025;1;MANABI;MANTA;2;31/1/2025
2025;1;MANABI;MONTECRISTI;0;31/1/2025
2025;1;MANABI;OLMEDO;0;31/1/2025
2025;1;MANABI;PAJAN;0;31/1/2025
2025;1;MANABI;PEDERNALES;0;31/1/2025
2025;1;MANABI;PORTOVIEJO;0;31/1/2025
2025;1;MANABI;PUERTO LOPEZ;0;31/1/2025
2025;1;MANABI;ROCAFUERTE;0;31/1/2025
2025;1;MANABI;SAN VICENTE;4;31/1/2025
2025;1;MANABI;SUCRE;0;31/1/2025
2025;1;MANABI;TOSAGUA;0;31/1/2025
2025;1;MORONA SANTIAGO;GUALAQUIZA;36;31/1/2025
2025;1;MORONA SANTIAGO;LIMON INDANZA;12;31/1/2025
2025;1;MORONA SANTIAGO;LOGRO¥O;17;31/1/2025
2025;1;MORONA SANTIAGO;MACAS;161;31/1/2025
2025;1;MORONA SANTIAGO;MORONA;46;31/1/2025
2025;1;MORONA SANTIAGO;PABLO SEXTO;2;31/1/2025
2025;1;MORONA SANTIAGO;PALORA;23;31/1/2025
2025;1;MORONA SANTIAGO;SAN JUAN BOSCO;11;31/1/2025
2025;1;MORONA SANTIAGO;SANTIAGO;12;31/1/2025
2025;1;MORONA SANTIAGO;SUCUA;14;31/1/2025
2025;1;MORONA SANTIAGO;TAISHA;24;31/1/2025
2025;1;MORONA SANTIAGO;TIWINTZA;6;31/1/2025
2025;1;NAPO;ARCHIDONA;15;31/1/2025
2025;1;NAPO;CARLOS JULIO AROSEMENA TOLA;26;31/1/2025
2025;1;NAPO;EL CHACO;75;31/1/2025
2025;1;NAPO;QUIJOS;31;31/1/2025
2025;1;NAPO;TENA;461;31/1/2025
2025;1;ORELLANA;AGUARICO;17;31/1/2025
2025;1;ORELLANA;LA JOYA DE LOS SACHAS;228;31/1/2025
2025;1;ORELLANA;LORETO;10;31/1/2025
2025;1;ORELLANA;PUERTO FRANCISCO DE ORELLANA;534;31/1/2025
2025;1;PASTAZA;ARAJUNO;23;31/1/2025
2025;1;PASTAZA;MERA;26;31/1/2025
2025;1;PASTAZA;PASTAZA;215;31/1/2025
2025;1;PASTAZA;SANTA CLARA;20;31/1/2025
2025;1;PICHINCHA;CAYAMBE;101;31/1/2025
2025;1;PICHINCHA;MEJIA;0;31/1/2025
2025;1;PICHINCHA;PEDRO MONCAYO;17;31/1/2025
2025;1;PICHINCHA;PEDRO VICENTE MALDONADO;0;31/1/2025
2025;1;PICHINCHA;PUERTO QUITO;0;31/1/2025
2025;1;PICHINCHA;QUITO;387;31/1/2025
2025;1;PICHINCHA;RUMI¥AHUI;0;31/1/2025
2025;1;PICHINCHA;SAN MIGUEL DE LOS BANCOS;0;31/1/2025
2025;1;SANTA ELENA;LA LIBERTAD;2;31/1/2025
2025;1;SANTA ELENA;SALINAS;0;31/1/2025
2025;1;SANTA ELENA;SANTA ELENA;3;31/1/2025
2025;1;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;16;31/1/2025
2025;1;SUCUMBIOS;CASCALES;185;31/1/2025
2025;1;SUCUMBIOS;CUYABENO;52;31/1/2025
2025;1;SUCUMBIOS;GONZALO PIZARRO;33;31/1/2025
2025;1;SUCUMBIOS;LAGO AGRIO;563;31/1/2025
2025;1;SUCUMBIOS;NUEVA LOJA;50;31/1/2025
2025;1;SUCUMBIOS;PUTUMAYO;89;31/1/2025
2025;1;SUCUMBIOS;SHUSHUFINDI;355;31/1/2025
2025;1;SUCUMBIOS;SUCUMBIOS;18;31/1/2025
2025;1;TUNGURAHUA;AMBATO;48;31/1/2025
2025;1;TUNGURAHUA;BA¥OS DE AGUA SANTA;0;31/1/2025
2025;1;TUNGURAHUA;QUERO;0;31/1/2025
2025;1;TUNGURAHUA;SAN PEDRO DE PELILEO;0;31/1/2025
2025;1;TUNGURAHUA;SANTIAGO DE PILLARO;0;31/1/2025
2025;1;TUNGURAHUA;TISALEO;0;31/1/2025
2025;1;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;5;31/1/2025
2025;1;ZAMORA CHINCHIPE;CHINCHIPE;9;31/1/2025
2025;1;ZAMORA CHINCHIPE;EL PANGUI;585;31/1/2025
2025;1;ZAMORA CHINCHIPE;NANGARITZA;30;31/1/2025
2025;1;ZAMORA CHINCHIPE;PALANDA;192;31/1/2025
2025;1;ZAMORA CHINCHIPE;PAQUISHA;34;31/1/2025
2025;1;ZAMORA CHINCHIPE;YACUAMBI;5;31/1/2025
2025;1;ZAMORA CHINCHIPE;YANTZAZA;381;31/1/2025
2025;1;ZAMORA CHINCHIPE;ZAMORA;219;31/1/2025
2025;2;AZUAY;CAMILO PONCE ENRIQUEZ;0;28/2/2025
2025;2;AZUAY;CUENCA;16;28/2/2025
2025;2;AZUAY;GIRON;0;28/2/2025
2025;2;AZUAY;GUALACEO;0;28/2/2025
2025;2;AZUAY;NABON;0;28/2/2025
2025;2;AZUAY;PAUTE;101;28/2/2025
2025;2;AZUAY;SANTA ISABEL;0;28/2/2025
2025;2;BOLIVAR;ECHEANDIA;0;28/2/2025
2025;2;BOLIVAR;GUARANDA;1;28/2/2025
2025;2;BOLIVAR;LAS NAVES;10;28/2/2025
2025;2;BOLIVAR;SAN MIGUEL;0;28/2/2025
2025;2;CA¥AR;AZOGUES;16;28/2/2025
2025;2;CA¥AR;BIBLIAN;4;28/2/2025
2025;2;CA¥AR;CA¥AR;3;28/2/2025
2025;2;CA¥AR;LA TRONCAL;0;28/2/2025
2025;2;CARCHI;MONTUFAR;0;28/2/2025
2025;2;CARCHI;TULCAN;14;28/2/2025
2025;2;CHIMBORAZO;ALAUSI;0;28/2/2025
2025;2;CHIMBORAZO;CHUNCHI;1;28/2/2025
2025;2;CHIMBORAZO;RIOBAMBA;134;28/2/2025
2025;2;COTOPAXI;LA MANA;0;28/2/2025
2025;2;COTOPAXI;LATACUNGA;27;28/2/2025
2025;2;COTOPAXI;PANGUA;7;28/2/2025
2025;2;COTOPAXI;PUJILI;4;28/2/2025
2025;2;COTOPAXI;SALCEDO;0;28/2/2025
2025;2;EL ORO;ARENILLAS;8;28/2/2025
2025;2;EL ORO;ATAHUALPA;6;28/2/2025
2025;2;EL ORO;BALSAS;0;28/2/2025
2025;2;EL ORO;EL GUABO;10;28/2/2025
2025;2;EL ORO;HUAQUILLAS;0;28/2/2025
2025;2;EL ORO;MACHALA;128;28/2/2025
2025;2;EL ORO;MARCABELI;0;28/2/2025
2025;2;EL ORO;PASAJE;0;28/2/2025
2025;2;EL ORO;PI¥AS;0;28/2/2025
2025;2;EL ORO;PORTOVELO;3;28/2/2025
2025;2;EL ORO;SANTA ROSA;1;28/2/2025
2025;2;EL ORO;ZARUMA;24;28/2/2025
2025;2;ESMERALDAS;ATACAMES;0;28/2/2025
2025;2;ESMERALDAS;ELOY ALFARO;0;28/2/2025
2025;2;ESMERALDAS;ESMERALDAS;1;28/2/2025
2025;2;ESMERALDAS;MUISNE;0;28/2/2025
2025;2;ESMERALDAS;QUININDE;0;28/2/2025
2025;2;ESMERALDAS;SAN LORENZO;1;28/2/2025
2025;2;GALAPAGOS;ISABELA;2;28/2/2025
2025;2;GUAYAS;BALZAR;0;28/2/2025
2025;2;GUAYAS;CRNEL. MARCELINO MARIDUE¥A;0;28/2/2025
2025;2;GUAYAS;DAULE;1;28/2/2025
2025;2;GUAYAS;DURAN;21;28/2/2025
2025;2;GUAYAS;EL TRIUNFO;0;28/2/2025
2025;2;GUAYAS;GUAYAQUIL;30;28/2/2025
2025;2;GUAYAS;ISIDRO AYORA;0;28/2/2025
2025;2;GUAYAS;MILAGRO;2;28/2/2025
2025;2;GUAYAS;NARANJAL;1;28/2/2025
2025;2;GUAYAS;NARANJITO;19;28/2/2025
2025;2;GUAYAS;PEDRO CARBO;0;28/2/2025
2025;2;GUAYAS;PLAYAS;0;28/2/2025
2025;2;GUAYAS;SAMBORONDON;0;28/2/2025
2025;2;GUAYAS;SAN JACINTO DE YAGUACHI;0;28/2/2025
2025;2;IMBABURA;COTACACHI;0;28/2/2025
2025;2;IMBABURA;IBARRA;7;28/2/2025
2025;2;IMBABURA;OTAVALO;0;28/2/2025
2025;2;LOJA;CALVAS;0;28/2/2025
2025;2;LOJA;CHAGUARPAMBA;0;28/2/2025
2025;2;LOJA;LOJA;92;28/2/2025
2025;2;LOJA;MACARA;0;28/2/2025
2025;2;LOJA;SARAGURO;0;28/2/2025
2025;2;LOS RIOS;BABAHOYO;4;28/2/2025
2025;2;LOS RIOS;MOCACHE;0;28/2/2025
2025;2;LOS RIOS;MONTALVO;0;28/2/2025
2025;2;LOS RIOS;PUEBLOVIEJO;0;28/2/2025
2025;2;LOS RIOS;QUEVEDO;2;28/2/2025
